"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," ８歳","鹿児島県","男女総数","27367"
"全域","1980年"," ８歳","沖縄県","男女総数","22599"
"全域","1980年"," ９歳","全国","男女総数","1979189"
"全域","1980年"," ９歳","全国市部","男女総数","1532897"
"全域","1980年"," ９歳","全国郡部","男女総数","446292"
"全域","1980年"," ９歳","北海道","男女総数","90899"
"全域","1980年"," ９歳","青森県","男女総数","25729"
"全域","1980年"," ９歳","岩手県","男女総数","21699"
"全域","1980年"," ９歳","宮城県","男女総数","32976"
"全域","1980年"," ９歳","秋田県","男女総数","17552"
"全域","1980年"," ９歳","山形県","男女総数","17458"
"全域","1980年"," ９歳","福島県","男女総数","31380"
"全域","1980年"," ９歳","茨城県","男女総数","45566"
"全域","1980年"," ９歳","栃木県","男女総数","30733"
"全域","1980年"," ９歳","群馬県","男女総数","31597"
"全域","1980年"," ９歳","埼玉県","男女総数","109605"
"全域","1980年"," ９歳","千葉県","男女総数","91617"
"全域","1980年"," ９歳","東京都","男女総数","176069"
"全域","1980年"," ９歳","神奈川県","男女総数","127007"
"全域","1980年"," ９歳","新潟県","男女総数","37647"
"全域","1980年"," ９歳","富山県","男女総数","18094"
"全域","1980年"," ９歳","石川県","男女総数","19202"
"全域","1980年"," ９歳","福井県","男女総数","12676"
"全域","1980年"," ９歳","山梨県","男女総数","12990"
"全域","1980年"," ９歳","長野県","男女総数","32875"
"全域","1980年"," ９歳","岐阜県","男女総数","34564"
"全域","1980年"," ９歳","静岡県","男女総数","60241"
"全域","1980年"," ９歳","愛知県","男女総数","115316"
"全域","1980年"," ９歳","三重県","男女総数","27917"
"全域","1980年"," ９歳","滋賀県","男女総数","18854"
"全域","1980年"," ９歳","京都府","男女総数","41781"
"全域","1980年"," ９歳","大阪府","男女総数","155115"
"全域","1980年"," ９歳","兵庫県","男女総数","89311"
"全域","1980年"," ９歳","奈良県","男女総数","21353"
"全域","1980年"," ９歳","和歌山県","男女総数","17795"
"全域","1980年"," ９歳","鳥取県","男女総数","8920"
"全域","1980年"," ９歳","島根県","男女総数","11252"
"全域","1980年"," ９歳","岡山県","男女総数","30728"
"全域","1980年"," ９歳","広島県","男女総数","46632"
"全域","1980年"," ９歳","山口県","男女総数","25574"
"全域","1980年"," ９歳","徳島県","男女総数","12401"
"全域","1980年"," ９歳","香川県","男女総数","15600"
"全域","1980年"," ９歳","愛媛県","男女総数","24148"
"全域","1980年"," ９歳","高知県","男女総数","12397"
"全域","1980年"," ９歳","福岡県","男女総数","72983"
"全域","1980年"," ９歳","佐賀県","男女総数","13521"
"全域","1980年"," ９歳","長崎県","男女総数","26711"
"全域","1980年"," ９歳","熊本県","男女総数","26251"
"全域","1980年"," ９歳","大分県","男女総数","19159"
"全域","1980年"," ９歳","宮崎県","男女総数","18373"
"全域","1980年"," ９歳","鹿児島県","男女総数","26678"
"全域","1980年"," ９歳","沖縄県","男女総数","22243"
"全域","1980年"," １０歳","全国","男女総数","1921118"
"全域","1980年"," １０歳","全国市部","男女総数","1483110"
"全域","1980年"," １０歳","全国郡部","男女総数","438008"
"全域","1980年"," １０歳","北海道","男女総数","88623"
"全域","1980年"," １０歳","青森県","男女総数","26108"
"全域","1980年"," １０歳","岩手県","男女総数","22287"
"全域","1980年"," １０歳","宮城県","男女総数","31914"
"全域","1980年"," １０歳","秋田県","男女総数","17794"
"全域","1980年"," １０歳","山形県","男女総数","17527"
"全域","1980年"," １０歳","福島県","男女総数","30977"
"全域","1980年"," １０歳","茨城県","男女総数","43468"
"全域","1980年"," １０歳","栃木県","男女総数","29206"
"全域","1980年"," １０歳","群馬県","男女総数","30602"
"全域","1980年"," １０歳","埼玉県","男女総数","105050"
"全域","1980年"," １０歳","千葉県","男女総数","86999"
"全域","1980年"," １０歳","東京都","男女総数","171209"
"全域","1980年"," １０歳","神奈川県","男女総数","121738"
"全域","1980年"," １０歳","新潟県","男女総数","37044"
"全域","1980年"," １０歳","富山県","男女総数","17359"
"全域","1980年"," １０歳","石川県","男女総数","18331"
"全域","1980年"," １０歳","福井県","男女総数","12390"
"全域","1980年"," １０歳","山梨県","男女総数","12966"
"全域","1980年"," １０歳","長野県","男女総数","32257"
"全域","1980年"," １０歳","岐阜県","男女総数","33467"
"全域","1980年"," １０歳","静岡県","男女総数","57689"
"全域","1980年"," １０歳","愛知県","男女総数","109871"
"全域","1980年"," １０歳","三重県","男女総数","27406"
"全域","1980年"," １０歳","滋賀県","男女総数","17814"
"全域","1980年"," １０歳","京都府","男女総数","40380"
"全域","1980年"," １０歳","大阪府","男女総数","150735"
"全域","1980年"," １０歳","兵庫県","男女総数","86772"
"全域","1980年"," １０歳","奈良県","男女総数","21080"
"全域","1980年"," １０歳","和歌山県","男女総数","17664"
"全域","1980年"," １０歳","鳥取県","男女総数","8502"
"全域","1980年"," １０歳","島根県","男女総数","11257"
"全域","1980年"," １０歳","岡山県","男女総数","29482"
"全域","1980年"," １０歳","広島県","男女総数","44809"
"全域","1980年"," １０歳","山口県","男女総数","24877"
"全域","1980年"," １０歳","徳島県","男女総数","12108"
"全域","1980年"," １０歳","香川県","男女総数","15300"
"全域","1980年"," １０歳","愛媛県","男女総数","23470"
"全域","1980年"," １０歳","高知県","男女総数","12152"
"全域","1980年"," １０歳","福岡県","男女総数","70962"
"全域","1980年"," １０歳","佐賀県","男女総数","13357"
"全域","1980年"," １０歳","長崎県","男女総数","26489"
"全域","1980年"," １０歳","熊本県","男女総数","26334"
"全域","1980年"," １０歳","大分県","男女総数","18611"
"全域","1980年"," １０歳","宮崎県","男女総数","18083"
"全域","1980年"," １０歳","鹿児島県","男女総数","26744"
"全域","1980年"," １０歳","沖縄県","男女総数","21854"
"全域","1980年"," １１歳","全国","男女総数","1890500"
"全域","1980年"," １１歳","全国市部","男女総数","1456411"
"全域","1980年"," １１歳","全国郡部","男女総数","434089"
"全域","1980年"," １１歳","北海道","男女総数","88159"
"全域","1980年"," １１歳","青森県","男女総数","25870"
"全域","1980年"," １１歳","岩手県","男女総数","22688"
"全域","1980年"," １１歳","宮城県","男女総数","31092"
"全域","1980年"," １１歳","秋田県","男女総数","17843"
"全域","1980年"," １１歳","山形県","男女総数","17261"
"全域","1980年"," １１歳","福島県","男女総数","30408"
"全域","1980年"," １１歳","茨城県","男女総数","42108"
"全域","1980年"," １１歳","栃木県","男女総数","28666"
"全域","1980年"," １１歳","群馬県","男女総数","29875"
"全域","1980年"," １１歳","埼玉県","男女総数","101360"
"全域","1980年"," １１歳","千葉県","男女総数","84274"
"全域","1980年"," １１歳","東京都","男女総数","170808"
"全域","1980年"," １１歳","神奈川県","男女総数","118333"
"全域","1980年"," １１歳","新潟県","男女総数","37860"
"全域","1980年"," １１歳","富山県","男女総数","17283"
"全域","1980年"," １１歳","石川県","男女総数","17290"
"全域","1980年"," １１歳","福井県","男女総数","12011"
"全域","1980年"," １１歳","山梨県","男女総数","13085"
"全域","1980年"," １１歳","長野県","男女総数","32027"
"全域","1980年"," １１歳","岐阜県","男女総数","32669"
"全域","1980年"," １１歳","静岡県","男女総数","57076"
"全域","1980年"," １１歳","愛知県","男女総数","106748"
"全域","1980年"," １１歳","三重県","男女総数","26861"
"全域","1980年"," １１歳","滋賀県","男女総数","17402"
"全域","1980年"," １１歳","京都府","男女総数","39431"
"全域","1980年"," １１歳","大阪府","男女総数","147186"
"全域","1980年"," １１歳","兵庫県","男女総数","84668"
"全域","1980年"," １１歳","奈良県","男女総数","20212"
"全域","1980年"," １１歳","和歌山県","男女総数","17192"
"全域","1980年"," １１歳","鳥取県","男女総数","8530"
"全域","1980年"," １１歳","島根県","男女総数","11157"
"全域","1980年"," １１歳","岡山県","男女総数","28766"
"全域","1980年"," １１歳","広島県","男女総数","43844"
"全域","1980年"," １１歳","山口県","男女総数","24726"
"全域","1980年"," １１歳","徳島県","男女総数","11834"
"全域","1980年"," １１歳","香川県","男女総数","14699"
"全域","1980年"," １１歳","愛媛県","男女総数","23308"
"全域","1980年"," １１歳","高知県","男女総数","11722"
"全域","1980年"," １１歳","福岡県","男女総数","70126"
"全域","1980年"," １１歳","佐賀県","男女総数","13700"
"全域","1980年"," １１歳","長崎県","男女総数","27353"
"全域","1980年"," １１歳","熊本県","男女総数","26651"
"全域","1980年"," １１歳","大分県","男女総数","19105"
"全域","1980年"," １１歳","宮崎県","男女総数","18011"
"全域","1980年"," １１歳","鹿児島県","男女総数","27149"
"全域","1980年"," １１歳","沖縄県","男女総数","22073"
"全域","1980年"," １２歳","全国","男女総数","1848293"
"全域","1980年"," １２歳","全国市部","男女総数","1414990"
"全域","1980年"," １２歳","全国郡部","男女総数","433303"
"全域","1980年"," １２歳","北海道","男女総数","87310"
"全域","1980年"," １２歳","青森県","男女総数","26396"
"全域","1980年"," １２歳","岩手県","男女総数","23021"
"全域","1980年"," １２歳","宮城県","男女総数","30959"
"全域","1980年"," １２歳","秋田県","男女総数","18170"
"全域","1980年"," １２歳","山形県","男女総数","17447"
"全域","1980年"," １２歳","福島県","男女総数","30868"
"全域","1980年"," １２歳","茨城県","男女総数","41298"
"全域","1980年"," １２歳","栃木県","男女総数","27708"
"全域","1980年"," １２歳","群馬県","男女総数","29615"
"全域","1980年"," １２歳","埼玉県","男女総数","96277"
"全域","1980年"," １２歳","千葉県","男女総数","80570"
"全域","1980年"," １２歳","東京都","男女総数","166207"
"全域","1980年"," １２歳","神奈川県","男女総数","113135"
"全域","1980年"," １２歳","新潟県","男女総数","37689"
"全域","1980年"," １２歳","富山県","男女総数","16487"
"全域","1980年"," １２歳","石川県","男女総数","17078"
"全域","1980年"," １２歳","福井県","男女総数","12291"
"全域","1980年"," １２歳","山梨県","男女総数","12954"
"全域","1980年"," １２歳","長野県","男女総数","31336"
"全域","1980年"," １２歳","岐阜県","男女総数","32495"
"全域","1980年"," １２歳","静岡県","男女総数","55527"
"全域","1980年"," １２歳","愛知県","男女総数","104212"
"全域","1980年"," １２歳","三重県","男女総数","26899"
"全域","1980年"," １２歳","滋賀県","男女総数","16884"
"全域","1980年"," １２歳","京都府","男女総数","38003"
"全域","1980年"," １２歳","大阪府","男女総数","141928"
