"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年","４０－４４歳","千葉県","男女総数","368912"
"全域","1980年","４０－４４歳","東京都","男女総数","851939"
"全域","1980年","４０－４４歳","神奈川県","男女総数","540829"
"全域","1980年","４０－４４歳","新潟県","男女総数","167663"
"全域","1980年","４０－４４歳","富山県","男女総数","75178"
"全域","1980年","４０－４４歳","石川県","男女総数","71322"
"全域","1980年","４０－４４歳","福井県","男女総数","51289"
"全域","1980年","４０－４４歳","山梨県","男女総数","53224"
"全域","1980年","４０－４４歳","長野県","男女総数","138260"
"全域","1980年","４０－４４歳","岐阜県","男女総数","138756"
"全域","1980年","４０－４４歳","静岡県","男女総数","249427"
"全域","1980年","４０－４４歳","愛知県","男女総数","460016"
"全域","1980年","４０－４４歳","三重県","男女総数","118755"
"全域","1980年","４０－４４歳","滋賀県","男女総数","71351"
"全域","1980年","４０－４４歳","京都府","男女総数","171856"
"全域","1980年","４０－４４歳","大阪府","男女総数","655668"
"全域","1980年","４０－４４歳","兵庫県","男女総数","366667"
"全域","1980年","４０－４４歳","奈良県","男女総数","87768"
"全域","1980年","４０－４４歳","和歌山県","男女総数","74571"
"全域","1980年","４０－４４歳","鳥取県","男女総数","39022"
"全域","1980年","４０－４４歳","島根県","男女総数","50386"
"全域","1980年","４０－４４歳","岡山県","男女総数","124046"
"全域","1980年","４０－４４歳","広島県","男女総数","186043"
"全域","1980年","４０－４４歳","山口県","男女総数","108013"
"全域","1980年","４０－４４歳","徳島県","男女総数","54867"
"全域","1980年","４０－４４歳","香川県","男女総数","65715"
"全域","1980年","４０－４４歳","愛媛県","男女総数","99625"
"全域","1980年","４０－４４歳","高知県","男女総数","53963"
"全域","1980年","４０－４４歳","福岡県","男女総数","311889"
"全域","1980年","４０－４４歳","佐賀県","男女総数","54477"
"全域","1980年","４０－４４歳","長崎県","男女総数","102213"
"全域","1980年","４０－４４歳","熊本県","男女総数","116783"
"全域","1980年","４０－４４歳","大分県","男女総数","81043"
"全域","1980年","４０－４４歳","宮崎県","男女総数","76068"
"全域","1980年","４０－４４歳","鹿児島県","男女総数","111750"
"全域","1980年","４０－４４歳","沖縄県","男女総数","72528"
"全域","1980年","４５－４９歳","全国","男女総数","8090387"
"全域","1980年","４５－４９歳","全国市部","男女総数","6099623"
"全域","1980年","４５－４９歳","全国郡部","男女総数","1990764"
"全域","1980年","４５－４９歳","北海道","男女総数","395052"
"全域","1980年","４５－４９歳","青森県","男女総数","111534"
"全域","1980年","４５－４９歳","岩手県","男女総数","108170"
"全域","1980年","４５－４９歳","宮城県","男女総数","145676"
"全域","1980年","４５－４９歳","秋田県","男女総数","99711"
"全域","1980年","４５－４９歳","山形県","男女総数","94149"
"全域","1980年","４５－４９歳","福島県","男女総数","146261"
"全域","1980年","４５－４９歳","茨城県","男女総数","165454"
"全域","1980年","４５－４９歳","栃木県","男女総数","118838"
"全域","1980年","４５－４９歳","群馬県","男女総数","124357"
"全域","1980年","４５－４９歳","埼玉県","男女総数","348471"
"全域","1980年","４５－４９歳","千葉県","男女総数","313314"
"全域","1980年","４５－４９歳","東京都","男女総数","803528"
"全域","1980年","４５－４９歳","神奈川県","男女総数","470739"
"全域","1980年","４５－４９歳","新潟県","男女総数","175939"
"全域","1980年","４５－４９歳","富山県","男女総数","78705"
"全域","1980年","４５－４９歳","石川県","男女総数","73543"
"全域","1980年","４５－４９歳","福井県","男女総数","56039"
"全域","1980年","４５－４９歳","山梨県","男女総数","54852"
"全域","1980年","４５－４９歳","長野県","男女総数","146304"
"全域","1980年","４５－４９歳","岐阜県","男女総数","136376"
"全域","1980年","４５－４９歳","静岡県","男女総数","239613"
"全域","1980年","４５－４９歳","愛知県","男女総数","410770"
"全域","1980年","４５－４９歳","三重県","男女総数","120571"
"全域","1980年","４５－４９歳","滋賀県","男女総数","70785"
"全域","1980年","４５－４９歳","京都府","男女総数","165596"
"全域","1980年","４５－４９歳","大阪府","男女総数","581486"
"全域","1980年","４５－４９歳","兵庫県","男女総数","358339"
"全域","1980年","４５－４９歳","奈良県","男女総数","81147"
"全域","1980年","４５－４９歳","和歌山県","男女総数","78983"
"全域","1980年","４５－４９歳","鳥取県","男女総数","43692"
"全域","1980年","４５－４９歳","島根県","男女総数","59996"
"全域","1980年","４５－４９歳","岡山県","男女総数","132828"
"全域","1980年","４５－４９歳","広島県","男女総数","185396"
"全域","1980年","４５－４９歳","山口県","男女総数","116974"
"全域","1980年","４５－４９歳","徳島県","男女総数","61521"
"全域","1980年","４５－４９歳","香川県","男女総数","71667"
"全域","1980年","４５－４９歳","愛媛県","男女総数","106737"
"全域","1980年","４５－４９歳","高知県","男女総数","60837"
"全域","1980年","４５－４９歳","福岡県","男女総数","312550"
"全域","1980年","４５－４９歳","佐賀県","男女総数","59669"
"全域","1980年","４５－４９歳","長崎県","男女総数","110136"
"全域","1980年","４５－４９歳","熊本県","男女総数","128278"
"全域","1980年","４５－４９歳","大分県","男女総数","89220"
"全域","1980年","４５－４９歳","宮崎県","男女総数","82605"
"全域","1980年","４５－４９歳","鹿児島県","男女総数","127253"
"全域","1980年","４５－４９歳","沖縄県","男女総数","66726"
"全域","1980年","５０－５４歳","全国","男女総数","7200022"
"全域","1980年","５０－５４歳","全国市部","男女総数","5229244"
"全域","1980年","５０－５４歳","全国郡部","男女総数","1970778"
"全域","1980年","５０－５４歳","北海道","男女総数","347590"
"全域","1980年","５０－５４歳","青森県","男女総数","97465"
"全域","1980年","５０－５４歳","岩手県","男女総数","102075"
"全域","1980年","５０－５４歳","宮城県","男女総数","134666"
"全域","1980年","５０－５４歳","秋田県","男女総数","96057"
"全域","1980年","５０－５４歳","山形県","男女総数","96403"
"全域","1980年","５０－５４歳","福島県","男女総数","145303"
"全域","1980年","５０－５４歳","茨城県","男女総数","156752"
"全域","1980年","５０－５４歳","栃木県","男女総数","114422"
"全域","1980年","５０－５４歳","群馬県","男女総数","119042"
"全域","1980年","５０－５４歳","埼玉県","男女総数","266077"
"全域","1980年","５０－５４歳","千葉県","男女総数","248566"
"全域","1980年","５０－５４歳","東京都","男女総数","665798"
"全域","1980年","５０－５４歳","神奈川県","男女総数","378451"
"全域","1980年","５０－５４歳","新潟県","男女総数","172407"
"全域","1980年","５０－５４歳","富山県","男女総数","74668"
"全域","1980年","５０－５４歳","石川県","男女総数","69723"
"全域","1980年","５０－５４歳","福井県","男女総数","55055"
"全域","1980年","５０－５４歳","山梨県","男女総数","54173"
"全域","1980年","５０－５４歳","長野県","男女総数","149885"
"全域","1980年","５０－５４歳","岐阜県","男女総数","126313"
"全域","1980年","５０－５４歳","静岡県","男女総数","214842"
"全域","1980年","５０－５４歳","愛知県","男女総数","339571"
"全域","1980年","５０－５４歳","三重県","男女総数","114205"
"全域","1980年","５０－５４歳","滋賀県","男女総数","66932"
"全域","1980年","５０－５４歳","京都府","男女総数","146431"
"全域","1980年","５０－５４歳","大阪府","男女総数","464899"
"全域","1980年","５０－５４歳","兵庫県","男女総数","316589"
"全域","1980年","５０－５４歳","奈良県","男女総数","71648"
"全域","1980年","５０－５４歳","和歌山県","男女総数","75143"
"全域","1980年","５０－５４歳","鳥取県","男女総数","43723"
"全域","1980年","５０－５４歳","島根県","男女総数","59418"
"全域","1980年","５０－５４歳","岡山県","男女総数","124175"
"全域","1980年","５０－５４歳","広島県","男女総数","171443"
"全域","1980年","５０－５４歳","山口県","男女総数","109913"
"全域","1980年","５０－５４歳","徳島県","男女総数","60483"
"全域","1980年","５０－５４歳","香川県","男女総数","69135"
"全域","1980年","５０－５４歳","愛媛県","男女総数","104510"
"全域","1980年","５０－５４歳","高知県","男女総数","61132"
"全域","1980年","５０－５４歳","福岡県","男女総数","282543"
"全域","1980年","５０－５４歳","佐賀県","男女総数","58645"
"全域","1980年","５０－５４歳","長崎県","男女総数","105660"
"全域","1980年","５０－５４歳","熊本県","男女総数","123255"
"全域","1980年","５０－５４歳","大分県","男女総数","85924"
"全域","1980年","５０－５４歳","宮崎県","男女総数","78164"
