"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","総数","1980年","徳島県","男","総人口","  12歳","5952"
"全域","総数","1980年","香川県","男","総人口","  12歳","7399"
"全域","総数","1980年","愛媛県","男","総人口","  12歳","12209"
"全域","総数","1980年","高知県","男","総人口","  12歳","5827"
"全域","総数","1980年","福岡県","男","総人口","  12歳","35245"
"全域","総数","1980年","佐賀県","男","総人口","  12歳","7064"
"全域","総数","1980年","長崎県","男","総人口","  12歳","13743"
"全域","総数","1980年","熊本県","男","総人口","  12歳","13731"
"全域","総数","1980年","大分県","男","総人口","  12歳","9550"
"全域","総数","1980年","宮崎県","男","総人口","  12歳","9099"
"全域","総数","1980年","鹿児島県","男","総人口","  12歳","14087"
"全域","総数","1980年","沖縄県","男","総人口","  12歳","11157"
"全域","１－３月","1980年","全国","男","総人口","  12歳","240629"
"全域","１－３月","1980年","全国市部","男","総人口","  12歳","181251"
"全域","１－３月","1980年","全国郡部","男","総人口","  12歳","59378"
"全域","１－３月","1980年","北海道","男","総人口","  12歳","11603"
"全域","１－３月","1980年","青森県","男","総人口","  12歳","3626"
"全域","１－３月","1980年","岩手県","男","総人口","  12歳","3098"
"全域","１－３月","1980年","宮城県","男","総人口","  12歳","4069"
"全域","１－３月","1980年","秋田県","男","総人口","  12歳","2543"
"全域","１－３月","1980年","山形県","男","総人口","  12歳","2613"
"全域","１－３月","1980年","福島県","男","総人口","  12歳","4360"
"全域","１－３月","1980年","茨城県","男","総人口","  12歳","5763"
"全域","１－３月","1980年","栃木県","男","総人口","  12歳","3814"
"全域","１－３月","1980年","群馬県","男","総人口","  12歳","3901"
"全域","１－３月","1980年","埼玉県","男","総人口","  12歳","12332"
"全域","１－３月","1980年","千葉県","男","総人口","  12歳","10440"
"全域","１－３月","1980年","東京都","男","総人口","  12歳","20872"
"全域","１－３月","1980年","神奈川県","男","総人口","  12歳","14033"
"全域","１－３月","1980年","新潟県","男","総人口","  12歳","5351"
"全域","１－３月","1980年","富山県","男","総人口","  12歳","2169"
"全域","１－３月","1980年","石川県","男","総人口","  12歳","2326"
"全域","１－３月","1980年","福井県","男","総人口","  12歳","1765"
"全域","１－３月","1980年","山梨県","男","総人口","  12歳","1645"
"全域","１－３月","1980年","長野県","男","総人口","  12歳","4149"
"全域","１－３月","1980年","岐阜県","男","総人口","  12歳","4339"
"全域","１－３月","1980年","静岡県","男","総人口","  12歳","6591"
"全域","１－３月","1980年","愛知県","男","総人口","  12歳","13226"
"全域","１－３月","1980年","三重県","男","総人口","  12歳","3462"
"全域","１－３月","1980年","滋賀県","男","総人口","  12歳","2274"
"全域","１－３月","1980年","京都府","男","総人口","  12歳","4797"
"全域","１－３月","1980年","大阪府","男","総人口","  12歳","18197"
"全域","１－３月","1980年","兵庫県","男","総人口","  12歳","10623"
"全域","１－３月","1980年","奈良県","男","総人口","  12歳","2496"
"全域","１－３月","1980年","和歌山県","男","総人口","  12歳","2248"
"全域","１－３月","1980年","鳥取県","男","総人口","  12歳","1152"
"全域","１－３月","1980年","島根県","男","総人口","  12歳","1526"
"全域","１－３月","1980年","岡山県","男","総人口","  12歳","3674"
"全域","１－３月","1980年","広島県","男","総人口","  12歳","5393"
"全域","１－３月","1980年","山口県","男","総人口","  12歳","3107"
"全域","１－３月","1980年","徳島県","男","総人口","  12歳","1512"
"全域","１－３月","1980年","香川県","男","総人口","  12歳","1987"
"全域","１－３月","1980年","愛媛県","男","総人口","  12歳","3018"
"全域","１－３月","1980年","高知県","男","総人口","  12歳","1464"
"全域","１－３月","1980年","福岡県","男","総人口","  12歳","8985"
"全域","１－３月","1980年","佐賀県","男","総人口","  12歳","1816"
"全域","１－３月","1980年","長崎県","男","総人口","  12歳","3555"
"全域","１－３月","1980年","熊本県","男","総人口","  12歳","3812"
"全域","１－３月","1980年","大分県","男","総人口","  12歳","2463"
"全域","１－３月","1980年","宮崎県","男","総人口","  12歳","2398"
"全域","１－３月","1980年","鹿児島県","男","総人口","  12歳","3611"
"全域","１－３月","1980年","沖縄県","男","総人口","  12歳","2431"
"全域","４－６月","1980年","全国","男","総人口","  12歳","236751"
"全域","４－６月","1980年","全国市部","男","総人口","  12歳","182443"
"全域","４－６月","1980年","全国郡部","男","総人口","  12歳","54308"
"全域","４－６月","1980年","北海道","男","総人口","  12歳","11924"
"全域","４－６月","1980年","青森県","男","総人口","  12歳","3570"
"全域","４－６月","1980年","岩手県","男","総人口","  12歳","3063"
"全域","４－６月","1980年","宮城県","男","総人口","  12歳","4077"
"全域","４－６月","1980年","秋田県","男","総人口","  12歳","2437"
"全域","４－６月","1980年","山形県","男","総人口","  12歳","2235"
"全域","４－６月","1980年","福島県","男","総人口","  12歳","3891"
"全域","４－６月","1980年","茨城県","男","総人口","  12歳","5096"
"全域","４－６月","1980年","栃木県","男","総人口","  12歳","3405"
"全域","４－６月","1980年","群馬県","男","総人口","  12歳","3842"
"全域","４－６月","1980年","埼玉県","男","総人口","  12歳","12241"
"全域","４－６月","1980年","千葉県","男","総人口","  12歳","10355"
"全域","４－６月","1980年","東京都","男","総人口","  12歳","21070"
"全域","４－６月","1980年","神奈川県","男","総人口","  12歳","14921"
"全域","４－６月","1980年","新潟県","男","総人口","  12歳","4865"
"全域","４－６月","1980年","富山県","男","総人口","  12歳","2116"
"全域","４－６月","1980年","石川県","男","総人口","  12歳","2126"
"全域","４－６月","1980年","福井県","男","総人口","  12歳","1569"
"全域","４－６月","1980年","山梨県","男","総人口","  12歳","1725"
"全域","４－６月","1980年","長野県","男","総人口","  12歳","4147"
"全域","４－６月","1980年","岐阜県","男","総人口","  12歳","4173"
"全域","４－６月","1980年","静岡県","男","総人口","  12歳","7601"
"全域","４－６月","1980年","愛知県","男","総人口","  12歳","13508"
"全域","４－６月","1980年","三重県","男","総人口","  12歳","3326"
"全域","４－６月","1980年","滋賀県","男","総人口","  12歳","2014"
"全域","４－６月","1980年","京都府","男","総人口","  12歳","4895"
"全域","４－６月","1980年","大阪府","男","総人口","  12歳","17899"
"全域","４－６月","1980年","兵庫県","男","総人口","  12歳","10217"
"全域","４－６月","1980年","奈良県","男","総人口","  12歳","2426"
"全域","４－６月","1980年","和歌山県","男","総人口","  12歳","2051"
"全域","４－６月","1980年","鳥取県","男","総人口","  12歳","1063"
"全域","４－６月","1980年","島根県","男","総人口","  12歳","1401"
"全域","４－６月","1980年","岡山県","男","総人口","  12歳","3417"
"全域","４－６月","1980年","広島県","男","総人口","  12歳","5477"
"全域","４－６月","1980年","山口県","男","総人口","  12歳","3073"
"全域","４－６月","1980年","徳島県","男","総人口","  12歳","1427"
"全域","４－６月","1980年","香川県","男","総人口","  12歳","1794"
"全域","４－６月","1980年","愛媛県","男","総人口","  12歳","3088"
"全域","４－６月","1980年","高知県","男","総人口","  12歳","1358"
"全域","４－６月","1980年","福岡県","男","総人口","  12歳","8710"
"全域","４－６月","1980年","佐賀県","男","総人口","  12歳","1761"
"全域","４－６月","1980年","長崎県","男","総人口","  12歳","3364"
"全域","４－６月","1980年","熊本県","男","総人口","  12歳","3358"
"全域","４－６月","1980年","大分県","男","総人口","  12歳","2384"
"全域","４－６月","1980年","宮崎県","男","総人口","  12歳","2113"
"全域","４－６月","1980年","鹿児島県","男","総人口","  12歳","3413"
"全域","４－６月","1980年","沖縄県","男","総人口","  12歳","2765"
"全域","７－９月","1980年","全国","男","総人口","  12歳","244194"
"全域","７－９月","1980年","全国市部","男","総人口","  12歳","189944"
"全域","７－９月","1980年","全国郡部","男","総人口","  12歳","54250"
"全域","７－９月","1980年","北海道","男","総人口","  12歳","10796"
"全域","７－９月","1980年","青森県","男","総人口","  12歳","3181"
"全域","７－９月","1980年","岩手県","男","総人口","  12歳","2793"
"全域","７－９月","1980年","宮城県","男","総人口","  12歳","3976"
"全域","７－９月","1980年","秋田県","男","総人口","  12歳","2249"
"全域","７－９月","1980年","山形県","男","総人口","  12歳","2153"
"全域","７－９月","1980年","福島県","男","総人口","  12歳","3706"
"全域","７－９月","1980年","茨城県","男","総人口","  12歳","5169"
